critical_temp,material,alkali_metals,alkaline_earth_metals,transition_metals,posttransition_metals,lanthanoid_metals,metalloids,reactive_nonmetals,noble_gases,tc_quantile
89.3,Bi2Sr2Ca1Cu2O8,nan,Sr,Cu,Bi,nan,nan,O,nan,very high critical temp(< 185 K)
83.15,Bi2Sr2Ca0.95Pr0.05Cu2O8,nan,Sr,Cu,Bi,Pr,nan,O,nan,very high critical temp(< 185 K)
60.5,Bi2Sr2Ca0.9Pr0.1Cu2O8,nan,Sr,Cu,Bi,Pr,nan,O,nan,high critical temp(< 74 K)
68.35,Bi2Sr2Ca0.85Pr0.15Cu2O8,nan,Sr,Cu,Bi,Pr,nan,O,nan,high critical temp(< 74 K)
58.45,Bi2Sr2Ca0.8Pr0.2Cu2O8,nan,Sr,Cu,Bi,Pr,nan,O,nan,high critical temp(< 74 K)
30.3,Bi2Sr2Ca0.7Pr0.3Cu2O8,nan,Sr,Cu,Bi,Pr,nan,O,nan,moderate critical temp(< 32 K)
43.4,Bi2Sr2Ca0.6Pr0.4Cu2O8,nan,Sr,Cu,Bi,Pr,nan,O,nan,high critical temp(< 74 K)
83.5,Bi2.2Sr1.8Ca1Cu2O8,nan,Sr,Cu,Bi,nan,nan,O,nan,very high critical temp(< 185 K)
15.0,Bi0.5Sr2Nd1Ce1.6Cu2.5O,nan,Sr,Cu,Bi,Ce,nan,O,nan,moderate critical temp(< 32 K)
20.0,Bi0.5Sr2Gd1Ce1.6Cu2.5O,nan,Sr,Cu,Bi,Ce,nan,O,nan,moderate critical temp(< 32 K)
67.1,Y1Ba2Cu3.98Ni0.02O8,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
53.0,Y1Ba2Cu3.96Ni0.04O8,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
25.1,Y1Ba2Cu3.92Ni0.08O8,nan,Ba,Cu,nan,nan,nan,O,nan,moderate critical temp(< 32 K)
63.8,Y1Ba2Cu3.98Zn0.02O8,nan,Ba,Cu,Zn,nan,nan,O,nan,high critical temp(< 74 K)
50.1,Y1Ba2Cu3.96Zn0.06O8,nan,Ba,Cu,Zn,nan,nan,O,nan,high critical temp(< 74 K)
40.5,Y1Ba2Cu3.92Zn0.08O8,nan,Ba,Cu,Zn,nan,nan,O,nan,high critical temp(< 74 K)
70.0,Y1Ba2Cu3.987Fe0.013O8,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
38.6,Y1Ba2Cu3.84Fe0.16O8,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
90.7,Y1Ba2Cu2.98Fe0.02O7,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
90.1,Y1Ba2Cu2.93Fe0.03O7,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
89.1,Y1Ba2Cu2.94Cu0.6O7,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
86.2,Y1Ba2Cu2.92Fe0.08O7,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
79.0,Y1Ba2Cu2.88Fe0.12O7,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
55.6,Y1Ba2Cu2.74Fe0.26O7,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
50.8,Y1Ba2Cu2.7Fe0.3O7,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
83.2,Y1Ba2Cu2.985Zn0.015O7,nan,Ba,Cu,Zn,nan,nan,O,nan,very high critical temp(< 185 K)
75.2,Y1Ba2Cu2.97Zn0.03O7,nan,Ba,Cu,Zn,nan,nan,O,nan,very high critical temp(< 185 K)
57.4,Y1Ba2Cu2.94Zn0.06O7,nan,Ba,Cu,Zn,nan,nan,O,nan,high critical temp(< 74 K)
50.4,Y1Ba2Cu2.88Zn0.12O7,nan,Ba,Cu,Zn,nan,nan,O,nan,high critical temp(< 74 K)
85.9,Y1Ba2Cu2.94Ni0.06O7,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
77.2,Y1Ba2Cu2.88Ni0.18O7,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
71.5,Y1Ba2Cu2.76Ni0.24O7,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
74.1,Bi2Sr2Ca1Cu1.99Fe0.01O8,nan,Sr,Cu,Bi,nan,nan,O,nan,very high critical temp(< 185 K)
71.5,Bi2Sr2Ca1Cu1.98Fe0.02O8,nan,Sr,Cu,Bi,nan,nan,O,nan,high critical temp(< 74 K)
65.7,Bi2Sr2Ca1Cu1.96Fe0.04O8,nan,Sr,Cu,Bi,nan,nan,O,nan,high critical temp(< 74 K)
135.0,Hg1Ba2Ca2Cu3O,nan,Ca,Cu,Hg,nan,nan,O,nan,very high critical temp(< 185 K)
35.5,Y0.85Ca0.15Sr1.5Ba0.5Cu2.5B0.5O7,nan,Sr,Cu,nan,nan,B,O,nan,high critical temp(< 74 K)
43.6,Y0.85Ca0.15Sr1Ba1Cu2.5B0.5O7,nan,Sr,Cu,nan,nan,B,O,nan,high critical temp(< 74 K)
55.6,Y0.85Ca0.15Sr0.5Ba1.5Cu2.5B0.5O7,nan,Ba,Cu,nan,nan,B,O,nan,high critical temp(< 74 K)
25.0,Y1Sr1Ba1Cu2.5B0.5O7,nan,Sr,Cu,nan,nan,B,O,nan,moderate critical temp(< 32 K)
15.0,Y1Sr0.5Ba1.5Cu2.5B0.5O7,nan,Ba,Cu,nan,nan,B,O,nan,moderate critical temp(< 32 K)
113.0,Hg1Ba2Ca1Cu2O6,nan,Ba,Cu,Hg,nan,nan,O,nan,very high critical temp(< 185 K)
125.0,Hg1Ba2Ca1Cu2O,nan,Ba,Cu,Hg,nan,nan,O,nan,very high critical temp(< 185 K)
133.0,Hg1Ba2Ca2Cu3O,nan,Ca,Cu,Hg,nan,nan,O,nan,very high critical temp(< 185 K)
89.9,Y1Ba2Cu3O6.97,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
89.0,Y1Ba2Cu3O6.9,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
92.9,Y1Ba2Cu3O7,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
41.5,Y1Ba2Cu2.85Zn0.15O7,nan,Ba,Cu,Zn,nan,nan,O,nan,high critical temp(< 74 K)
94.4,Y1Ba2Cu2.955Co0.045O7,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
80.0,Y1Ba2Cu2.88Co0.12O7,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
24.2,Nd1.5Ce0.5Sr2Cu2Nb1O10,nan,Sr,Cu,nan,Nd,nan,O,nan,moderate critical temp(< 32 K)
24.0,Eu1.5Ce0.5Sr2Cu2Nb1O10,nan,Sr,Cu,nan,Eu,nan,O,nan,moderate critical temp(< 32 K)
27.0,Sm1.5Ce0.5Sr2Cu2Nb1O10,nan,Sr,Cu,nan,Sm,nan,O,nan,moderate critical temp(< 32 K)
115.0,Tl0.5Pb0.5Sr2Ca2Cu3O9,nan,Ca,Cu,Tl,nan,nan,O,nan,very high critical temp(< 185 K)
32.0,La2Cu1O4.08,nan,nan,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
43.0,La2Cu1O4.12,nan,nan,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
39.0,La2Cu1O4,nan,nan,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
87.0,Nd1Ba2Cu3O7,nan,Ba,Cu,nan,Nd,nan,O,nan,very high critical temp(< 185 K)
87.5,Nd1Ba2Cu3O7,nan,Ba,Cu,nan,Nd,nan,O,nan,very high critical temp(< 185 K)
59.0,Bi2Sr2Ca1Cu2O8,nan,Sr,Cu,Bi,nan,nan,O,nan,high critical temp(< 74 K)
40.0,Tl1Ba1.75Eu1.75Ce0.5Cu2O9,nan,Ba,Cu,Tl,Eu,nan,O,nan,high critical temp(< 74 K)
25.5,Tl1Ba1.75Eu1.75Ce0.5Cu2O9,nan,Ba,Cu,Tl,Eu,nan,O,nan,moderate critical temp(< 32 K)
70.0,Pb0.9AgSr2La2Cu3.1O,nan,Sr,Cu,Pb,La,nan,O,nan,high critical temp(< 74 K)
82.0,Yb1Ba1.8Sr0.2Cu4O8,nan,Ba,Cu,nan,Yb,nan,O,nan,very high critical temp(< 185 K)
21.5,Nd1.85Ce0.15Cu1O4,nan,nan,Cu,nan,Nd,nan,O,nan,moderate critical temp(< 32 K)
91.5,Ho1Ba2Cu3O,nan,Ba,Cu,nan,Ho,nan,O,nan,very high critical temp(< 185 K)
62.0,Sr2Ho1Cu3O,nan,Sr,Cu,nan,Ho,nan,O,nan,high critical temp(< 74 K)
60.0,Er1Sr2Cu3O,nan,Sr,Cu,nan,Er,nan,O,nan,high critical temp(< 74 K)
45.0,Tm1Sr2Cu3O,nan,Sr,Cu,nan,Tm,nan,O,nan,high critical temp(< 74 K)
75.0,Bi2Sr2Ca1Cu2O,nan,Sr,Cu,Bi,nan,nan,O,nan,very high critical temp(< 185 K)
79.0,I1Bi2Sr2Ca0.5Y0.5Cu2O,nan,Sr,Cu,Bi,nan,nan,O,nan,very high critical temp(< 185 K)
86.0,I1Bi2Sr2Ca0.6Y0.4Cu2O,nan,Sr,Cu,Bi,nan,nan,O,nan,very high critical temp(< 185 K)
84.0,I1Bi2Sr2Ca0.8Y0.2Cu2O,nan,Sr,Cu,Bi,nan,nan,O,nan,very high critical temp(< 185 K)
65.0,I1Bi2Sr2Ca1Cu2O,nan,Sr,Cu,Bi,nan,nan,O,nan,high critical temp(< 74 K)
87.0,Bi2Sr2Ca0.8Y0.2Cu2O,nan,Sr,Cu,Bi,nan,nan,O,nan,very high critical temp(< 185 K)
86.0,Bi2Sr2Ca0.6Y0.4Cu2O,nan,Sr,Cu,Bi,nan,nan,O,nan,very high critical temp(< 185 K)
80.0,Bi2Sr2Ca0.5Y0.5Cu2O,nan,Sr,Cu,Bi,nan,nan,O,nan,very high critical temp(< 185 K)
85.0,Tl2Ba2Ca1Cu2O8,nan,Ba,Cu,Tl,nan,nan,O,nan,very high critical temp(< 185 K)
105.0,Tl2Ba2Ca1Cu2O8,nan,Ba,Cu,Tl,nan,nan,O,nan,very high critical temp(< 185 K)
88.0,Tl2Ba2Ca0.9Y0.1Cu2O8,nan,Ba,Cu,Tl,nan,nan,O,nan,very high critical temp(< 185 K)
74.0,Tl2Ba2Ca0.8Y0.2Cu2O8,nan,Ba,Cu,Tl,nan,nan,O,nan,high critical temp(< 74 K)
58.0,Tl2Ba2Ca0.75Y0.25Cu2O8,nan,Ba,Cu,Tl,nan,nan,O,nan,high critical temp(< 74 K)
30.0,Tl2Ba2Ca0.65Y0.35Cu2O8,nan,Ba,Cu,Tl,nan,nan,O,nan,moderate critical temp(< 32 K)
11.0,Ba1.7K0.3Pb0.95Bi0.05O4,K,Ba,nan,Pb,nan,nan,O,nan,low critical temp(< 12 K)
12.5,Ba1.9K0.1Pb0.85Bi0.15O4,K,Ba,nan,Pb,nan,nan,O,nan,moderate critical temp(< 32 K)
11.0,Ba1.7K0.3Pb0.9Bi0.1O4,K,Ba,nan,Pb,nan,nan,O,nan,low critical temp(< 12 K)
86.0,Tl2Ba2Cu1O6,nan,Ba,Cu,Tl,nan,nan,O,nan,very high critical temp(< 185 K)
80.0,Pb2Sr2Y0.67Ca0.33Cu3O8,nan,Sr,Cu,Pb,nan,nan,O,nan,very high critical temp(< 185 K)
133.0,Hg1Ba2Ca2Cu3O8.41,nan,Ca,Cu,Hg,nan,nan,O,nan,very high critical temp(< 185 K)
127.0,Hg1Ba2Ca1Cu2O6.22,nan,Ba,Cu,Hg,nan,nan,O,nan,very high critical temp(< 185 K)
83.5,Y0.9Ca0.1Ba2Cu4O8,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
32.0,Sr1.5Bi0.5Y1.15Ce0.85Cu2O8,nan,Sr,Cu,Bi,Ce,nan,O,nan,high critical temp(< 74 K)
88.0,Er1Ba2Cu3O6.935,nan,Ba,Cu,nan,Er,nan,O,nan,very high critical temp(< 185 K)
86.0,Er0.95Ca0.05Ba2Cu3O6.935,nan,Ba,Cu,nan,Er,nan,O,nan,very high critical temp(< 185 K)
82.5,Er0.9Ca0.1Ba2Cu3O6.93,nan,Ba,Cu,nan,Er,nan,O,nan,very high critical temp(< 185 K)
79.5,Er0.85Ca0.15Ba2Cu3O6.93,nan,Ba,Cu,nan,Er,nan,O,nan,very high critical temp(< 185 K)
76.5,Er0.8Ca0.2Ba2Cu3O6.91,nan,Ba,Cu,nan,Er,nan,O,nan,very high critical temp(< 185 K)
67.5,Er0.75Ca0.25Ba2Cu3O6.88,nan,Ba,Cu,nan,Er,nan,O,nan,high critical temp(< 74 K)
55.7,Er0.7Ca0.3Ba2Cu3O6.83,nan,Ba,Cu,nan,Er,nan,O,nan,high critical temp(< 74 K)
55.0,Y0.9Ce0.1Ba2Cu4O8,nan,Ba,Cu,nan,Ce,nan,O,nan,high critical temp(< 74 K)
80.0,Y1Ba2.2Cu4O8,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
40.5,Y1Sr2Cu2.8Mo0.1W0.1O,nan,Sr,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
107.0,Tl1Sr2Ca2Cu3O,nan,Ca,Cu,Tl,nan,nan,O,nan,very high critical temp(< 185 K)
118.0,Tl1Ba2Ca2Cu3O,nan,Ca,Cu,Tl,nan,nan,O,nan,very high critical temp(< 185 K)
110.0,Tl0.6V0.5Sr2Ca2Cu3O,nan,Ca,Cu,Tl,nan,nan,O,nan,very high critical temp(< 185 K)
23.0,I0.52Bi2Sr4Cu2C1O,nan,Sr,Cu,Bi,nan,nan,C,nan,moderate critical temp(< 32 K)
92.2,Nd1Ba2Cu3O7,nan,Ba,Cu,nan,Nd,nan,O,nan,very high critical temp(< 185 K)
85.1,Nd0.97Pr0.03Ba2Cu3O7,nan,Ba,Cu,nan,Nd,nan,O,nan,very high critical temp(< 185 K)
68.2,Nd0.92Pr0.08Ba2Cu3O7,nan,Ba,Cu,nan,Nd,nan,O,nan,high critical temp(< 74 K)
40.7,Nd0.85Pr0.15Ba2Cu3O7,nan,Ba,Cu,nan,Nd,nan,O,nan,high critical temp(< 74 K)
31.4,Nd0.8Pr0.2Ba2Cu3O7,nan,Ba,Cu,nan,Nd,nan,O,nan,moderate critical temp(< 32 K)
5.6,Nd0.7Pr0.3Ba2Cu3O7,nan,Ba,Cu,nan,Nd,nan,O,nan,low critical temp(< 12 K)
96.2,Gd1Ba2Cu3O7,nan,Ba,Cu,nan,Gd,nan,O,nan,very high critical temp(< 185 K)
93.1,Gd0.97Pr0.03Ba2Cu3O7,nan,Ba,Cu,nan,Gd,nan,O,nan,very high critical temp(< 185 K)
84.0,Gd0.922Pr0.078Ba2Cu3O7,nan,Ba,Cu,nan,Gd,nan,O,nan,very high critical temp(< 185 K)
67.9,Gd0.85Pr0.15Ba2Cu3O7,nan,Ba,Cu,nan,Gd,nan,O,nan,high critical temp(< 74 K)
57.7,Gd0.8Pr0.2Ba2Cu3O7,nan,Ba,Cu,nan,Gd,nan,O,nan,high critical temp(< 74 K)
39.6,Gd0.7Pr0.3Ba2Cu3O7,nan,Ba,Cu,nan,Gd,nan,O,nan,high critical temp(< 74 K)
20.9,Gd0.6Pr0.4Ba2Cu3O7,nan,Ba,Cu,nan,Gd,nan,O,nan,moderate critical temp(< 32 K)
93.6,Er1Ba2Cu3O7,nan,Ba,Cu,nan,Er,nan,O,nan,very high critical temp(< 185 K)
93.9,Er0.97Pr0.03Ba2Cu3O7,nan,Ba,Cu,nan,Er,nan,O,nan,very high critical temp(< 185 K)
91.1,Er0.924Pr0.076Ba2Cu3O7,nan,Ba,Cu,nan,Er,nan,O,nan,very high critical temp(< 185 K)
82.9,Er0.85Pr0.15Ba2Cu3O7,nan,Ba,Cu,nan,Er,nan,O,nan,very high critical temp(< 185 K)
76.4,Er0.8Pr0.2Ba2Cu3O7,nan,Ba,Cu,nan,Er,nan,O,nan,very high critical temp(< 185 K)
61.1,Er0.7Pr0.3Ba2Cu3O7,nan,Ba,Cu,nan,Er,nan,O,nan,high critical temp(< 74 K)
45.8,Er0.6Pr0.4Ba2Cu3O7,nan,Ba,Cu,nan,Er,nan,O,nan,high critical temp(< 74 K)
28.6,Er0.5Pr0.5Ba2Cu3O7,nan,Ba,Cu,nan,Pr,nan,O,nan,moderate critical temp(< 32 K)
90.8,Lu1Ba2Cu3O7,nan,Ba,Cu,nan,Lu,nan,O,nan,very high critical temp(< 185 K)
89.7,Lu0.85Pr0.15Ba2Cu3O7,nan,Ba,Cu,nan,Lu,nan,O,nan,very high critical temp(< 185 K)
86.8,Lu0.8Pr0.2Ba2Cu3O7,nan,Ba,Cu,nan,Lu,nan,O,nan,very high critical temp(< 185 K)
73.5,Lu0.7Pr0.3Ba2Cu3O7,nan,Ba,Cu,nan,Lu,nan,O,nan,high critical temp(< 74 K)
59.1,Lu0.6Pr0.4Ba2Cu3O7,nan,Ba,Cu,nan,Lu,nan,O,nan,high critical temp(< 74 K)
51.0,Hg0.4Ce0.6Sr2.5Ca0.4Cu2.1O7,nan,Sr,Cu,Hg,Ce,nan,O,nan,high critical temp(< 74 K)
65.0,Hg0.4Ce0.6Sr2.5Ca0.2Nd0.2Cu2.1O7,nan,Sr,Cu,Hg,Ce,nan,O,nan,high critical temp(< 74 K)
60.0,Hg0.4Ce0.6Sr2.5Ca0.1Nd0.5Cu2.1O7,nan,Sr,Cu,Hg,Ce,nan,O,nan,high critical temp(< 74 K)
79.1,Ca1La1Ba1Cu3O,nan,Ca,Cu,nan,La,nan,O,nan,very high critical temp(< 185 K)
76.7,Ca0.9Cd0.1La1Ba1Cu3O,nan,Ba,Cu,Cd,La,nan,O,nan,very high critical temp(< 185 K)
76.0,Ca0.8Cd0.2La1Ba1Cu3O,nan,Ba,Cu,Cd,La,nan,O,nan,very high critical temp(< 185 K)
70.8,Ca0.7Cd0.3La1Ba1Cu3O,nan,Ba,Cu,Cd,La,nan,O,nan,high critical temp(< 74 K)
67.3,Ca0.6Cd0.4La1Ba1Cu3O,nan,Ba,Cu,Cd,La,nan,O,nan,high critical temp(< 74 K)
58.4,Ca0.5Cd0.5La1Ba1Cu3O,nan,Ba,Cu,Cd,La,nan,O,nan,high critical temp(< 74 K)
47.8,Ca0.4Cd0.6La1Ba1Cu3O,nan,Ba,Cu,Cd,La,nan,O,nan,high critical temp(< 74 K)
36.0,Ca0.3Cd0.7La1Ba1Cu3O,nan,Ba,Cu,Cd,La,nan,O,nan,high critical temp(< 74 K)
31.3,Ca0.25Cd0.75La1Ba1Cu3O,nan,Ba,Cu,Cd,La,nan,O,nan,moderate critical temp(< 32 K)
96.0,Hg1Ba2Cu1O4,nan,Ba,Cu,Hg,nan,nan,O,nan,very high critical temp(< 185 K)
127.0,Hg1Ba2Ca1Cu2O6,nan,Ba,Cu,Hg,nan,nan,O,nan,very high critical temp(< 185 K)
56.0,Hg0.7Mo0.3Sr2Cu1O,nan,Sr,Cu,Hg,nan,nan,O,nan,high critical temp(< 74 K)
91.5,Hg0.8Re0.2Sr2Ca0.7Y0.3Cu2O,nan,Sr,Cu,Hg,nan,nan,O,nan,very high critical temp(< 185 K)
91.5,Hg1Sr2Ca0.7Y0.3Cu1.8Re0.2O,nan,Sr,Cu,Hg,nan,nan,O,nan,very high critical temp(< 185 K)
62.0,Hg1Sr2Cu0.9Re0.1O,nan,Sr,Cu,Hg,nan,nan,O,nan,high critical temp(< 74 K)
96.0,Hg0.7Mo0.3Sr2Ca0.7Y0.3Cu2O,nan,Sr,Cu,Hg,nan,nan,O,nan,very high critical temp(< 185 K)
89.3,Hg0.7Mo0.3Sr2Ca0.5Y0.5Cu2O,nan,Sr,Cu,Hg,nan,nan,O,nan,very high critical temp(< 185 K)
84.0,Hg0.7Mo0.3Sr2Ca0.3Y0.7Cu2O,nan,Sr,Cu,Hg,nan,nan,O,nan,very high critical temp(< 185 K)
84.0,Y1Ba2Cu2.88Zr0.12O7,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
82.5,Y1Ba2Cu2.85Zr0.15O7,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
56.0,Hg1Sr2Cu1O4,nan,Sr,Cu,Hg,nan,nan,O,nan,high critical temp(< 74 K)
58.0,Hg0.95Mo0.05Sr2Cu1O4,nan,Sr,Cu,Hg,nan,nan,O,nan,high critical temp(< 74 K)
72.0,Hg0.9Mo0.1Sr2Cu1O4,nan,Sr,Cu,Hg,nan,nan,O,nan,high critical temp(< 74 K)
78.0,Hg0.85Mo0.15Sr2Cu1O4,nan,Sr,Cu,Hg,nan,nan,O,nan,very high critical temp(< 185 K)
72.0,Hg0.8Mo0.2Sr2Cu1O4,nan,Sr,Cu,Hg,nan,nan,O,nan,high critical temp(< 74 K)
50.0,Hg0.75Mo0.25Sr2Cu1O4,nan,Sr,Cu,Hg,nan,nan,O,nan,high critical temp(< 74 K)
20.0,Hg0.7Mo0.3Sr2Cu1O4,nan,Sr,Cu,Hg,nan,nan,O,nan,moderate critical temp(< 32 K)
9.0,Hg0.65Mo0.35Sr2Cu1O4,nan,Sr,Cu,Hg,nan,nan,O,nan,low critical temp(< 12 K)
113.0,C1Ba2.5Ca2.5Cu4O,nan,Ca,Cu,nan,nan,nan,C,nan,very high critical temp(< 185 K)
35.45,La1.85Sr0.15Cu1O4,nan,Sr,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
5.55,La1.935Ca0.065Cu1O4,nan,Ca,Cu,nan,La,nan,O,nan,low critical temp(< 12 K)
20.35,Nd1.85Ce0.15Cu1O4,nan,nan,Cu,nan,Nd,nan,O,nan,moderate critical temp(< 32 K)
19.5,Pr1.85Ce0.15Cu1O4,nan,nan,Cu,nan,Pr,nan,O,nan,moderate critical temp(< 32 K)
85.0,Ba1.96Ca0.12Y0.92C0.21Cu2.79O,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
93.0,Ga1Sr2Ca3Cu4O10.8,nan,Ca,Cu,Ga,nan,nan,O,nan,very high critical temp(< 185 K)
100.0,Ga1Sr2Ca3Cu4O10.9,nan,Ca,Cu,Ga,nan,nan,O,nan,very high critical temp(< 185 K)
107.0,Ga1Sr2Ca3Cu4O11.,nan,Ca,Cu,Ga,nan,nan,O,nan,very high critical temp(< 185 K)
107.0,Ga1Sr2Ca3Cu4O11.1,nan,Ca,Cu,Ga,nan,nan,O,nan,very high critical temp(< 185 K)
63.0,Ga1Sr2Ca3Cu4O11.5,nan,Ca,Cu,Ga,nan,nan,O,nan,high critical temp(< 74 K)
70.0,Ga1Sr2Ca3Cu4O,nan,Ca,Cu,Ga,nan,nan,O,nan,high critical temp(< 74 K)
78.5,Pb2Sr2Ho0.5Ca0.5Cu3O8,nan,Sr,Cu,Pb,Ho,nan,O,nan,very high critical temp(< 185 K)
89.8,Y1Ba2Cu3O6.887,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
86.9,Y1Ba2Cu3O6.791,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
91.1,Y1Ba2Cu3O6.821,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
90.0,Y1Ba2Cu3O6.869,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
88.7,Y1Ba2Cu3O6.87,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
89.2,Y1Ba2Cu3O6.852,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
87.4,Y1Ba2Cu3O6.858,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
84.8,Y1Ba2Cu3O6.937,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
84.8,Y1Ba2Cu3O6.838,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
80.5,Y1Ba2Cu3O6.861,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
80.5,Y1Ba2Cu3O6.894,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
78.1,Y1Ba2Cu3O6.876,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
74.0,Y1Ba2Cu3O6.883,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
75.1,Y1Ba2Cu3O6.87,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
57.7,Y1Ba2Cu3O6.829,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
56.8,Y1Ba2Cu3O6.729,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
94.5,Y1Ba2Cu3H0.2O6.98,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
92.0,Y1Ba2Cu3H1.4O6.98,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
89.4,Y0.95K0.05Ba2Cu3O6.6,K,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
92.05,Y0.9K0.1Ba2Cu3O6.51,K,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
90.15,Y0.85K0.15Ba2Cu3O6.48,K,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
92.05,Y0.95Rb0.05Ba2Cu3O6.59,Rb,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
92.4,Y0.9Rb0.1Ba2Cu3O6.42,Rb,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
91.95,Y0.85Rb0.15Ba2Cu3O6.48,Rb,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
92.45,Y0.95Cs0.05Ba2Cu3O6.61,Cs,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
91.3,Y0.9Cs0.1Ba2Cu3O6.47,Cs,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
90.4,Y0.85Cs0.15Ba2Cu3O6.5,Cs,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
92.7,Y1Ba1.9K0.1Cu3O6.61,K,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
93.0,Y1Ba1.8K0.2Cu3O6.57,K,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
92.85,Y1Ba1.7K0.3Cu3O6.54,K,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
93.35,Y1Ba1.9Rb0.1Cu3O6.52,Rb,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
90.55,Y1Ba1.8Rb0.2Cu3O6.56,Rb,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
91.05,Y1Ba1.7Rb0.3Cu3O6.52,Rb,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
93.45,Y1Ba1.9Cs0.1Cu3O6.65,Cs,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
93.3,Y1Ba1.8Cs0.2Cu3O6.58,Cs,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
93.75,Y1Ba1.7Cs0.3Cu3O6.6,Cs,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
